序號,答案
20240101090001,324.2342224121094
20240101091001,458.04351806640625
20240101092001,587.77197265625
20240101093001,713.3452758789062
20240101094001,477.8773193359375
20240101095001,483.24664306640625
20240101100001,615.96484375
20240101101001,483.24664306640625
20240101102001,532.7947998046875
20240101103001,1152.08447265625
20240101104001,483.6966857910156
20240101105001,495.6265563964844
20240101110001,483.6966857910156
20240101111001,495.6265563964844
20240101112001,480.7259216308594
20240101113001,483.6966857910156
20240101114001,454.8515319824219
20240101115001,512.8673706054688
20240101120001,491.12359619140625
20240101121001,476.59527587890625
20240101122001,483.24664306640625
20240101123001,583.97314453125
20240101124001,475.2097473144531
20240101125001,462.7962646484375
20240101130001,599.475341796875
20240101131001,481.3348083496094
20240101132001,138.79664611816406
20240101133001,83.16353607177734
20240101134001,81.78014373779297
20240101135001,82.30142211914062
20240101140001,67.1663818359375
20240101141001,53.121665954589844
20240101142001,51.377830505371094
20240101143001,25.754091262817383
20240101144001,19.85411262512207
20240101145001,30.137128829956055
20240101150001,19.85411262512207
20240101151001,13.144536018371582
20240101152001,19.85411262512207
20240101153001,6.521045207977295
20240101154001,6.521045207977295
20240101155001,6.521045207977295
20240101160001,8.833404541015625
20240101161001,8.833404541015625
20240101162001,6.521045207977295
20240101163001,21.520336151123047
20240101164001,21.520336151123047
20240101165001,8.712943077087402
20240113090001,257.58148193359375
20240113091001,370.7818603515625
20240113092001,300.64910888671875
20240113093001,450.73577880859375
20240113094001,420.7994384765625
20240113095001,531.4505004882812
20240113100001,423.8089904785156
20240113101001,404.3663330078125
20240113102001,434.1832275390625
20240113103001,647.1865234375
20240113104001,601.0625
20240113105001,599.475341796875
20240113110001,461.30120849609375
20240113111001,475.2097473144531
20240113112001,504.8304748535156
20240113113001,504.8304748535156
20240113114001,456.13360595703125
20240113115001,515.7462768554688
20240113120001,304.3280944824219
20240113121001,316.186767578125
20240113122001,208.6391143798828
20240113123001,305.2718811035156
20240113124001,175.8369598388672
20240113125001,146.9449920654297
20240113130001,136.92884826660156
20240113131001,136.92884826660156
20240113132001,76.6068115234375
20240113133001,99.1557846069336
20240113134001,67.1663818359375
20240113135001,67.1663818359375
20240113140001,51.377830505371094
20240113141001,38.53833770751953
20240113142001,38.53833770751953
20240113143001,19.332836151123047
20240113144001,32.661521911621094
20240113145001,25.754091262817383
20240113150001,25.754091262817383
20240113151001,19.85411262512207
20240113152001,19.85411262512207
20240113153001,12.623258590698242
20240113154001,12.623258590698242
20240113155001,12.623258590698242
20240113160001,6.521045207977295
20240113161001,6.521045207977295
20240113162001,6.521045207977295
20240113163001,6.521045207977295
20240113164001,6.521045207977295
20240113165001,6.521045207977295
20240123090001,201.0233154296875
20240123091001,255.86898803710938
20240123092001,252.5264892578125
20240123093001,107.61785125732422
20240123094001,64.4629135131836
20240123095001,88.04051971435547
20240123100001,90.23381805419922
20240123101001,87.95357513427734
20240123102001,143.1734161376953
20240123103001,50.1324462890625
20240123104001,50.1324462890625
20240123105001,34.293357849121094
20240123110001,53.93212127685547
20240123111001,50.1324462890625
20240123112001,93.70653533935547
20240123113001,70.8839340209961
20240123114001,127.06680297851562
20240123115001,67.52699279785156
20240123120001,45.19805908203125
20240123121001,119.61937713623047
20240123122001,84.59661865234375
20240123123001,72.75426483154297
20240123124001,68.09014129638672
20240123125001,43.858707427978516
20240123130001,53.53173828125
20240123131001,55.140098571777344
20240123132001,43.858707427978516
20240123133001,37.65166091918945
20240123134001,19.206708908081055
20240123135001,42.416873931884766
20240123140001,13.317706108093262
20240123141001,8.726997375488281
20240123142001,12.516850471496582
20240123143001,14.159183502197266
20240123144001,7.752415657043457
20240123145001,13.317706108093262
20240123150001,7.752415657043457
20240123151001,7.195026397705078
20240123152001,6.220443248748779
20240123153001,6.220443248748779
20240123154001,6.220443248748779
20240123155001,6.220443248748779
20240123160001,4.882662773132324
20240123161001,17.203214645385742
20240123162001,4.882662773132324
20240123163001,4.882662773132324
20240123164001,4.882662773132324
20240123165001,20.266939163208008
20240127090001,53.121665954589844
20240127091001,67.1663818359375
20240127092001,53.121665954589844
20240127093001,53.121665954589844
20240127094001,38.01706314086914
20240127095001,67.1663818359375
20240127100001,264.7598571777344
20240127101001,264.7598571777344
20240127102001,264.7598571777344
20240127103001,264.7598571777344
20240127104001,264.7598571777344
20240127105001,235.75682067871094
20240127110001,205.93991088867188
20240127111001,108.97969818115234
20240127112001,234.94297790527344
20240127113001,109.5009765625
20240127114001,53.86792755126953
20240127115001,82.30142211914062
20240127120001,109.5009765625
20240127121001,206.461181640625
20240127122001,295.7592468261719
20240127123001,425.0134582519531
20240127124001,531.4505004882812
20240127125001,572.449462890625
20240127130001,543.15380859375
20240127131001,567.29833984375
20240127132001,439.140380859375
20240127133001,439.140380859375
20240127134001,330.659423828125
20240127135001,197.0588836669922
20240127140001,58.67091751098633
20240127141001,67.1663818359375
20240127142001,50.8565559387207
20240127143001,35.825748443603516
